Date,Client Name,Client Number,Org Name,Org Type,Location,City,Business type,Products,Proposal Amount,Finally Budget,End of Date,Priority,Email,Status,Additional Remarks,Call Back Comments,Call Back,Referral Name
2024-02-14,Matthew Wells,916973301810,Fuentes-Ward,Hospital,India,Madhurai,Recurring,SMM,75731,92887,2024-03-26,High,holtpatricia@example.org,Do Not Disturb,News story buy about news happy direction.,Career way although radio provide trial itself around.,2024-02-14,Prasath
2024-03-02,Allen Fisher,916171239254,Williams Ltd,Interior,USA,Salam,Recurring,CRM,16667,85038,2024-01-16,Low,ghunt@example.com,Fresh,Still bit leave continue girl Mrs.,Pm appear knowledge idea move test no.,2024-03-02,Vignesh
2024-05-22,Thomas Mcdaniel,916771835250,Young-Washington,Interior,Malaysia,Erodu,Recurring,CRM,90173,33879,2024-01-09,Medium,jeremyvasquez@example.com,Call Back,Her protect really all book night environmental.,First not information son strategy middle.,2024-05-22,Arun Kumar
2024-06-02,Nicole Lewis,919682930537,Gordon-Weaver,Interior,USA,Salam,One Time,Design,41898,14013,2024-06-25,Low,laura36@example.net,Proposed,Now recent artist back today entire international.,Prevent home six necessary.,2024-06-02,Ravi Kumar
2024-02-28,William Thomas,916871685835,Ross-Delgado,Hospital,India,Karaikudi,Recurring,SMM,62011,85893,2024-01-18,Low,zrobbins@example.org,Closed,Interview black event performance when interest foot world.,Since wind trouble return including story.,2024-02-28,Prasath
2024-02-29,Mr. Perry Evans,918624707779,Kim-Holt,Interior,Japan,Salam,One Time,Branding,17374,70612,2024-03-17,High,qcochran@example.com,Proposed,Seven moment stock responsibility design.,Week generation stand two guy crime manager.,2024-02-29,Sathish
2024-03-05,Joel Wong,918431596694,"Hayes, Watson and Rose",Restaurant,Japan,Salam,One Time,Meta Ads,21342,81114,2024-06-12,Medium,yphillips@example.com,Closed,Relate series white official.,Official fly resource religious.,2024-03-05,Arun Kumar
2024-01-10,Kevin Waters,919231801103,"Jimenez, Rogers and Gutierrez",Others,Malaysia,Karaikudi,Recurring,Meta Ads,74733,60409,2024-05-04,High,lindsayrice@example.org,Follow up,Expect suggest standard anything friend space nothing.,Alone near individual.,2024-01-10,Prasath
2024-01-25,Katie Robertson,918036554024,Johns Ltd,Hospital,Singapore,Karaikudi,One Time,Video Editing,34245,66360,2024-05-18,High,wescobar@example.org,Follow up,Build control our why bar season successful reveal.,Himself third pay accept lawyer ask eye though.,2024-01-25,Sathish
2024-01-21,Patricia Stone,918965497419,Koch LLC,Interior,USA,Erodu,Recurring,Video Editing,62583,56940,2024-03-31,Medium,stephanie26@example.com,Follow up,Point never spring rate party.,Process involve also draw arrive.,2024-01-21,Vignesh
2024-07-01,Melissa Pena,916434689070,Nielsen-Johnson,Interior,Malaysia,Paramakudi,One Time,CRM,58569,12724,2024-04-27,Low,frybenjamin@example.net,Do Not Disturb,During require notice.,Medical check pass.,2024-07-01,Sathish
2024-04-16,Alicia Alvarez,917247495403,"Stephens, Martin and Mahoney",Interior,Singapore,Pudukkottai,Recurring,Google Ads,11149,65679,2024-04-27,Low,danielleclark@example.net,Follow up,Page forward season positive everybody threat.,Watch always environmental sort like certainly himself.,2024-04-16,Sathish
2024-04-27,Jennifer Lambert,917587504978,"Case, Simpson and Blake",Hospital,USA,Pudukkottai,Recurring,Meta Ads,23502,84296,2024-01-28,Low,april35@example.net,Hold,Word magazine where you.,Apply and compare sport camera point surface hand.,2024-04-27,Sathish
2024-03-06,Scott Hernandez,919550405014,White LLC,Restaurant,Singapore,Sengalpattu,Recurring,Design,60433,58476,2024-05-19,High,brian18@example.org,Closed,Candidate most low couple pretty.,Truth what truth laugh special myself rule.,2024-03-06,Sathish
2024-05-25,Michelle Hayes,917283662201,Sheppard-Tanner,Restaurant,UK,Chennai,One Time,Website,39361,19487,2024-05-21,Medium,stephanie66@example.org,Proposed,Evening employee strong study yourself successful.,Government yourself draw number like last right.,2024-05-25,Vignesh
2024-02-09,Shane Gonzales,919984240730,Mejia-Powell,Restaurant,USA,Thambaram,One Time,Website,13962,88116,2024-06-01,Medium,mccoyrebecca@example.org,Hold,Their within data serious various often say.,Couple necessary letter seven.,2024-02-09,Ravi Kumar
2024-01-29,Christina Rasmussen,919510070904,Tate-Herrera,Others,USA,Chennai,One Time,CRM,40699,57936,2024-03-20,High,elizabethcollier@example.net,Hold,Shake act population beat.,Major suggest thank cup a full.,2024-01-29,Arun Kumar
2024-04-10,Beth Lawson,917785614465,Davis Ltd,Interior,UK,Chennai,One Time,Video Editing,44846,23386,2024-02-07,High,joseph73@example.com,Closed,Federal laugh sometimes among when vote.,Sit plan growth open each.,2024-04-10,Arun Kumar
2024-02-07,Barbara Benson,916371782140,"Williams, Walsh and Carter",Others,India,Salam,One Time,Design,91939,88380,2024-03-30,High,perezmichelle@example.com,Follow up,Until out morning you cell phone treat subject.,Hot road certainly method leg budget point expect.,2024-02-07,Arun Kumar
2024-06-28,Mrs. Megan Herring,916383928615,Jenkins-Ryan,Hospital,Singapore,Thambaram,Recurring,Website,15450,86905,2024-01-30,Medium,vmorales@example.net,Follow up,Large lay quickly somebody term adult too.,Media chair deep third brother hope understand.,2024-06-28,Arun Kumar
2024-04-10,David Lopez,919829712270,Lopez Group,Interior,India,Pudukkottai,Recurring,Design,59536,66492,2024-03-31,Medium,toni89@example.com,Call Back,Room position win my remember cell agent.,Institution human among fill.,2024-04-10,Sathish
2024-01-12,Joseph Torres,918326055649,Wells-Adams,Hospital,USA,Salam,One Time,Website,59744,54820,2024-06-05,Low,zcombs@example.org,Closed,Necessary drug student almost certainly article form.,Box morning ago success computer wrong north blood.,2024-01-12,Vignesh
2024-01-10,Anthony Mejia,918589712161,Cunningham and Sons,Others,USA,Namakkal,Recurring,SMM,44882,81057,2024-03-25,High,dfuentes@example.net,Hold,Camera environmental fine eye accept claim.,Improve let six method so office front walk.,2024-01-10,Arun Kumar
2024-04-18,Benjamin Shaffer,917754609734,"Holder, Mcdonald and Boone",Others,Singapore,Chennai,One Time,SMM,88099,30551,2024-01-21,Low,robert62@example.com,Fresh,Find price large until.,Style approach include white population election civil peace.,2024-04-18,Ravi Kumar
2024-06-09,Brandi White,918611836508,Rivera LLC,Interior,USA,Sengalpattu,One Time,Video Editing,94180,78975,2024-01-07,Medium,justin16@example.org,Follow up,The step despite tough century technology.,Soldier story up resource usually in hospital.,2024-06-09,Prasath
2024-06-08,Jill Rivera,918082360176,"Conrad, Johnson and Sanders",Hospital,Japan,Karaikudi,One Time,Meta Ads,18999,74054,2024-04-15,High,milleramanda@example.org,Fresh,Town then treatment admit bar.,Mind development piece.,2024-06-08,Arun Kumar
2024-03-25,Jessica Torres,916390650535,"Kennedy, Wolfe and King",Others,India,Sengalpattu,Recurring,Website,27453,14098,2024-02-20,Medium,jwhite@example.net,Closed,Catch age knowledge factor sort interview.,Everybody blood executive cut apply.,2024-03-25,Ravi Kumar
2024-02-01,Elizabeth Jenkins,919447503598,Miller PLC,Interior,USA,Pudukkottai,Recurring,Design,64397,46564,2024-04-30,Medium,andre04@example.net,Hold,How argue leader happen with born example.,Impact early soldier doctor near.,2024-02-01,Vignesh
2024-02-04,Tiffany Hill,918637470085,Cervantes-Daniels,Interior,USA,Paramakudi,One Time,CRM,93095,40950,2024-01-03,Medium,yevans@example.com,Call Back,Along body attorney wide prevent.,Film miss wife old be time information.,2024-02-04,Sathish
2024-02-15,Pamela Lewis,918302133919,Hunter and Sons,Interior,USA,Erodu,Recurring,SMM,69875,33028,2024-05-06,Low,jperez@example.org,Do Not Disturb,Pretty become month cost.,Last bit pick edge day from national.,2024-02-15,Ravi Kumar
2024-05-12,Philip Best,919071106399,Phillips-Rosales,Restaurant,Malaysia,Salam,One Time,Branding,26775,75020,2024-06-18,High,hebertvictoria@example.net,Do Not Disturb,Expert begin big red music truth.,Candidate themselves own much skin suggest street.,2024-05-12,Prasath
2024-01-27,Anthony Preston,919637437893,Cunningham-Johns,Interior,India,Thambaram,One Time,Marketing,90467,83627,2024-03-28,High,teresasmith@example.net,Do Not Disturb,Carry organization that.,Five think beautiful from receive sound.,2024-01-27,Ravi Kumar
2024-02-29,Carla Melton,917995138387,"Underwood, Hull and Schmidt",Others,Singapore,Chennai,Recurring,Design,93038,7513,2024-06-11,Low,brenda53@example.net,Follow up,Scientist suffer give college.,Choose each common American front author.,2024-02-29,Ravi Kumar
2024-06-27,Kyle Cortez,918215659308,Foster and Sons,Restaurant,UK,Madhurai,One Time,Google Ads,85472,3963,2024-06-14,Low,annette40@example.com,Proposed,Wife concern yard significant PM trial rich near.,Trade another issue few suggest only decide.,2024-06-27,Vignesh
2024-01-23,Amy Brewer,916419782670,"Williams, Allen and Craig",Interior,Malaysia,Thambaram,One Time,Google Ads,12331,8032,2024-04-20,Medium,brandonoconnor@example.org,Hold,Director commercial expert its phone.,Sometimes which create fall more.,2024-01-23,Arun Kumar
2024-07-02,Kayla Murphy,916318954639,"Brock, Rodriguez and Galloway",Hospital,USA,Sengalpattu,One Time,Design,46638,33453,2024-04-26,Medium,jacksonamy@example.net,Call Back,Personal we close agreement sea sing.,Style black exist outside.,2024-07-02,Ravi Kumar
2024-04-26,Robert Peterson,916655179739,"Green, Vasquez and Williams",Hospital,India,Karaikudi,Recurring,Branding,15925,35691,2024-03-12,Low,rebeccamunoz@example.net,Closed,Defense meet their impact mean.,Player serious sport audience.,2024-04-26,Sathish
2024-01-25,Sarah Brooks,916527463281,Gray LLC,Interior,Malaysia,Madhurai,Recurring,CRM,98516,99265,2024-06-07,Low,michaelajohnson@example.org,Fresh,Road low wall the three human area top.,Cultural second clear class apply.,2024-01-25,Vignesh
2024-05-18,Nicholas Long,916333756171,Gilmore-Yu,Others,Malaysia,Salam,Recurring,CRM,99360,72714,2024-01-11,Low,heatherperez@example.com,Fresh,Table focus spring edge to.,Wait less paper lay.,2024-05-18,Prasath
2024-05-18,Antonio Parker,917773996711,Thompson Inc,Others,Malaysia,Chennai,One Time,Website,46929,53385,2024-02-11,High,annettenelson@example.com,Closed,Reflect performance rich western player.,Picture follow response plan.,2024-05-18,Arun Kumar
2024-05-27,Justin Anderson,916604817199,"Singh, Williams and Valdez",Interior,Japan,Namakkal,Recurring,Meta Ads,79777,85562,2024-02-14,Medium,elee@example.com,Hold,Focus former much environmental.,Series trial remember wonder market night event professional.,2024-05-27,Sathish
2024-01-28,Lisa Richards,919569178614,"Morton, Bonilla and Baker",Hospital,USA,Madhurai,One Time,Marketing,55614,42770,2024-02-11,Medium,reyesluis@example.org,Hold,Not tough seem item down town trouble.,Agency head method final mean.,2024-01-28,Sathish
2024-02-14,Kevin Thompson,917827068009,"Wilcox, Kennedy and Crawford",Hospital,UK,Namakkal,One Time,CRM,74685,91867,2024-01-12,High,robertsnicole@example.org,Hold,Allow well reflect someone share.,Environment stock can determine writer.,2024-02-14,Ravi Kumar
2024-02-27,Emily Ortega,918999808715,Scott Inc,Hospital,India,Madhurai,Recurring,Marketing,48568,24990,2024-02-04,Medium,boneal@example.net,Closed,Present charge view name happen.,Listen must computer.,2024-02-27,Ravi Kumar
2024-01-15,Bailey Keller,916209999143,Johnson Group,Restaurant,Malaysia,Pudukkottai,One Time,Website,84951,66756,2024-06-28,Low,john90@example.com,Closed,Where much according true.,Form sister perform claim whose child.,2024-01-15,Prasath
2024-02-10,Jesse Newman,916619025640,Mcgee-Williams,Interior,Malaysia,Sengalpattu,One Time,SMM,87518,73421,2024-05-01,High,jenniferestrada@example.org,Closed,So southern to seek country other recent.,Throw none fight recognize report feeling peace.,2024-02-10,Arun Kumar
2024-03-25,Megan Young,916633136633,Wyatt-Rodriguez,Restaurant,India,Karaikudi,One Time,Marketing,70840,6441,2024-06-05,Low,rporter@example.net,Fresh,He property save catch grow.,Strong someone quickly get gun performance.,2024-03-25,Sathish
2024-03-09,Gabriela Garcia,917694044523,Case LLC,Restaurant,Malaysia,Namakkal,Recurring,Marketing,83113,93535,2024-04-15,Low,hyoung@example.com,Fresh,Same often paper street morning media.,Relate arrive food place always where build western.,2024-03-09,Vignesh
2024-05-16,Jonathan Schwartz,919457974624,"Brewer, Davis and Graves",Interior,UK,Thambaram,Recurring,Website,65186,84674,2024-03-09,Medium,traciprice@example.net,Call Back,Population no similar it call but.,Parent father especially rest.,2024-05-16,Prasath
2024-02-25,John Robinson,917575644811,Taylor and Sons,Others,Malaysia,Salam,One Time,SMM,12231,33076,2024-02-22,High,gainescory@example.com,Closed,Speech plant minute still situation.,Commercial response attention money education.,2024-02-25,Sathish
2024-04-22,Cheryl Turner,919976805345,Ho LLC,Interior,UK,Chennai,One Time,Branding,8891,22413,2024-06-13,High,kelly45@example.net,Closed,What behavior food health worker.,Test tree rate far dinner front.,2024-04-22,Sathish
2024-06-17,Grace Williams,919154949389,Russell Group,Hospital,USA,Madhurai,Recurring,Meta Ads,79971,97411,2024-04-27,High,scottstephanie@example.com,Proposed,Head stage total.,Question rate half.,2024-06-17,Sathish
2024-04-12,Craig Rice,916824147812,Bailey-Holmes,Interior,India,Namakkal,One Time,SMM,51804,93726,2024-02-07,High,carrollchristopher@example.org,Do Not Disturb,Discover what role common whose hand program.,Example grow senior best.,2024-04-12,Sathish
2024-04-11,Charles Short,916859540191,"Robinson, Miller and Pearson",Others,USA,Salam,Recurring,Design,27789,83128,2024-01-18,Medium,bob08@example.net,Hold,Movement gun without we whose over part.,Occur hot design far lot crime.,2024-04-11,Vignesh
